T [sec],t [sec],a_x [m/s2],a_y [m/s2],a_z [m/s2]
0.0010459423065185547,0.0010538101196289062,-0.6276256,1.8828768,8.0806796
0.0016956329345703125,0.0027549266815185547,-0.3138128,0.4707192,10.3558224
0.0009903907775878906,0.0037479400634765625,0.0,1.2552512,8.7867584
0.0010685920715332031,0.004819154739379883,-0.392266,0.0784532,10.3558224
0.0014803409576416016,0.0063114166259765625,-0.0784532,1.2552512,9.9635564
0.00119781494140625,0.0075147151947021484,0.6276256,1.2552512,10.0420096
0.0009562969207763672,0.008472442626953125,-1.2552512,1.8828768,8.394492399999999
0.0009288787841796875,0.009402275085449219,-1.3337044,1.2552512,9.8851032
0.0009310245513916016,0.010334968566894531,0.1569064,0.0,10.8265416
0.0009438991546630859,0.011280059814453125,0.3138128,0.0,11.1403544
0.0009288787841796875,0.01221013069152832,-1.0983448,0.0,9.649743599999999
0.0009262561798095703,0.013137340545654297,-1.569064,0.0784532,10.3558224
0.0009307861328125,0.014069318771362305,-1.0983448,-0.8629851999999999,11.2972608
0.0009279251098632812,0.014998435974121094,-1.4121576,0.6276256,10.0420096
0.0009248256683349609,0.015924692153930664,-0.0784532,0.3138128,11.924886399999998
0.0009250640869140625,0.016850709915161133,-0.0784532,-1.1767979999999998,12.2386992
0.0009253025054931641,0.017777204513549805,-0.3138128,0.6276256,10.3558224
0.0009257793426513672,0.01870417594909668,-2.1966896,-1.0198916,11.6110736
0.0009248256683349609,0.01963019371032715,-1.0983448,-1.3337044,12.552512
0.0009398460388183594,0.02057170867919922,0.0,-0.5491724,10.9049948
0.0009765625,0.021550416946411133,-0.392266,0.1569064,11.846433199999998
0.0009355545043945312,0.022487401962280273,-0.784532,0.0,10.8265416
0.0009267330169677734,0.023415088653564453,0.0,0.9414384,10.7480884
0.0009241104125976562,0.024340391159057617,-1.7259703999999998,0.2353596,10.0420096
0.0009257793426513672,0.025267839431762695,0.1569064,0.0,10.6696352
0.0009601116180419922,0.026229381561279297,0.784532,0.0,11.2972608
0.0009281635284423828,0.027158498764038086,-0.9414384,-0.5491724,10.7480884
0.0009236335754394531,0.028083324432373047,0.0784532,0.6276256,11.2972608
0.0009236335754394531,0.029008150100708008,-0.1569064,-1.0198916,12.552512
0.0009241104125976562,0.029933452606201172,-0.4707192,1.2552512,10.0420096
0.0009412765502929688,0.03087592124938965,-1.96133,1.4121576,10.0420096
0.0009245872497558594,0.031801700592041016,0.784532,1.2552512,9.492837199999999
0.0009243488311767578,0.03272724151611328,1.4121576,0.6276256,10.3558224
0.0009238719940185547,0.033652544021606445,-0.4707192,1.569064,8.7083052
0.0009262561798095703,0.034580230712890625,-1.0983448,0.4707192,10.0420096
0.0009255409240722656,0.0355067253112793,-0.0784532,-0.0784532,10.5127288
0.0009233951568603516,0.036431074142456055,0.9414384,0.0,10.9049948
0.0009720325469970703,0.03740525245666504,1.2552512,-0.9414384,10.983448000000001
0.0009679794311523438,0.03837466239929199,-1.2552512,1.8828768,8.7083052
0.0009250640869140625,0.03930068016052246,-0.0784532,1.2552512,10.0420096
0.0009267330169677734,0.040229082107543945,-0.7060788,1.1767979999999998,9.022118
0.0009295940399169922,0.041161298751831055,-1.0983448,0.1569064,11.6895268
0.00092315673828125,0.04208540916442871,-1.7259703999999998,0.0,10.0420096
0.0009267330169677734,0.04301309585571289,0.3138128,0.0,10.3558224
0.0009469985961914062,0.043961524963378906,0.9414384,0.0,11.2972608
0.0009579658508300781,0.044920921325683594,-1.96133,0.6276256,9.414383999999998
0.0018684864044189453,0.046791791915893555,0.0,0.4707192,8.237585999999999
0.0009410381317138672,0.047734737396240234,0.0,0.4707192,10.591182
0.0009250640869140625,0.048661231994628906,0.0,0.6276256,10.0420096
0.000926971435546875,0.04958963394165039,-0.7060788,1.8828768,8.9436648
0.0009267330169677734,0.05051755905151367,-2.2751428,0.6276256,10.0420096
0.0009570121765136719,0.05147552490234375,0.0,-0.392266,10.6696352
0.0009336471557617188,0.05241060256958008,-1.4906107999999998,0.5491724,10.4342756
0.0009264945983886719,0.05333876609802246,0.0,1.8828768,9.3359308
0.0009253025054931641,0.054265737533569336,-0.9414384,0.0,11.2188076
0.0009248256683349609,0.0551915168762207,0.7060788,1.8828768,9.649743599999999
0.0009264945983886719,0.05611896514892578,-0.0784532,1.8828768,8.4729456
0.0009241104125976562,0.057044267654418945,-1.3337044,1.2552512,9.9635564
0.0009241104125976562,0.05796933174133301,-1.3337044,1.1767979999999998,9.022118
0.0009255409240722656,0.05889630317687988,0.0,0.0,10.0420096
0.0009233951568603516,0.05982089042663574,-0.0784532,1.2552512,9.3359308
0.0009236335754394531,0.0607454776763916,1.0983448,0.0,10.7480884
0.0009238719940185547,0.061670780181884766,0.9414384,0.0,10.591182
0.0009288787841796875,0.06260061264038086,0.0,0.6276256,9.9635564
0.0009310245513916016,0.06353378295898438,-0.784532,0.0784532,11.454167199999999
0.0009248256683349609,0.06446099281311035,-0.6276256,1.8044235999999998,10.0420096
0.0009229183197021484,0.06538558006286621,-0.0784532,0.0,9.1790244
0.0009243488311767578,0.06631112098693848,0.1569064,0.0,11.454167199999999
0.0009322166442871094,0.06724429130554199,0.0,0.0,8.7867584
0.0009250640869140625,0.06817030906677246,-0.0784532,0.6276256,11.2972608
0.0009233951568603516,0.06909489631652832,-0.0784532,-0.9414384,12.3956056
0.0009236335754394531,0.07001900672912598,-0.6276256,0.9414384,10.0420096
0.0009250640869140625,0.07094526290893555,-1.6475172,1.7259703999999998,9.022118
0.0009245872497558594,0.07187080383300781,-2.2751428,0.784532,10.0420096
0.0009229183197021484,0.07279419898986816,-2.5889556,0.5491724,10.6696352
0.0009229183197021484,0.07371807098388672,-1.3337044,-0.0784532,8.394492399999999
0.0009279251098632812,0.07464790344238281,0.2353596,0.6276256,11.2972608
0.0009281635284423828,0.07558965682983398,-0.0784532,-1.0198916,12.552512
0.0009245872497558594,0.07651543617248535,0.6276256,-1.1767979999999998,11.1403544
0.0009236335754394531,0.07744002342224121,0.6276256,0.0,11.2972608
0.0009274482727050781,0.0783684253692627,0.0,0.0,9.9635564
0.0009291172027587891,0.07929873466491699,-0.6276256,0.3138128,10.983448000000001
0.0009262561798095703,0.08022642135620117,0.0,0.0,10.0420096
0.000926971435546875,0.08115434646606445,-1.8828768,0.2353596,10.3558224
0.0009267330169677734,0.08208179473876953,-0.6276256,-1.1767979999999998,11.924886399999998
0.0009257793426513672,0.0830085277557373,0.0,0.0,9.3359308
0.0009264945983886719,0.08393597602844238,0.1569064,0.0,9.022118
0.0009264945983886719,0.08486342430114746,0.0,0.3138128,11.846433199999998
0.0009257793426513672,0.08579039573669434,0.0,1.4121576,9.571290399999999
0.0009262561798095703,0.08671808242797852,-1.96133,0.2353596,10.0420096
0.000926971435546875,0.0876462459564209,-1.7259703999999998,-0.8629851999999999,11.924886399999998
0.0009262561798095703,0.08857345581054688,0.6276256,0.0,9.80665
0.0009310245513916016,0.08950638771057129,-0.3138128,1.569064,10.0420096
0.0009279251098632812,0.09043550491333008,0.2353596,0.0,10.0420096
0.0009233951568603516,0.09136009216308594,-0.0784532,-0.4707192,11.76798
0.0009250640869140625,0.09228634834289551,0.6276256,-0.8629851999999999,11.2972608
0.000926971435546875,0.09321427345275879,1.2552512,0.0,10.4342756
0.000926971435546875,0.09414219856262207,0.0,1.3337044,8.7867584
0.000926971435546875,0.09507060050964355,-0.2353596,0.0,12.552512
0.0009267330169677734,0.09599828720092773,-0.9414384,0.3138128,10.0420096
0.0009262561798095703,0.09692549705505371,-1.2552512,-0.7060788,12.552512
0.0009267330169677734,0.09785294532775879,0.0,-1.2552512,11.6110736
0.0009396076202392578,0.09879374504089355,0.3138128,0.0,10.3558224
0.0009286403656005859,0.09972333908081055,-0.8629851999999999,0.0,11.2188076
0.000926971435546875,0.10065126419067383,0.0,2.5105024,9.022118
0.000926971435546875,0.10157918930053711,-0.9414384,0.0,11.2188076
0.0009281635284423828,0.102508544921875,0.0,2.1966896,8.7083052
0.0009262561798095703,0.10343575477600098,-1.3337044,1.1767979999999998,8.8652116
0.0009312629699707031,0.10436868667602539,-1.0983448,-1.3337044,10.4342756
0.000926971435546875,0.10529804229736328,-0.392266,0.784532,11.924886399999998
0.0009272098541259766,0.10622620582580566,-0.0784532,-0.9414384,9.9635564
0.0009264945983886719,0.10715389251708984,-0.0784532,0.0784532,12.552512
0.0009262561798095703,0.10808110237121582,-0.6276256,0.0,10.591182
0.0009264945983886719,0.1090085506439209,0.0,1.8828768,8.7083052
0.0009267330169677734,0.10993647575378418,-1.6475172,0.3138128,9.492837199999999
0.0009434223175048828,0.11088061332702637,-0.6276256,0.0,10.0420096
0.0009245872497558594,0.11180615425109863,0.6276256,0.7060788,11.2188076
0.0009243488311767578,0.1127314567565918,-1.2552512,1.2552512,9.414383999999998
0.0009229183197021484,0.11365532875061035,-0.0784532,1.569064,8.9436648
0.0009274482727050781,0.11458373069763184,0.4707192,0.6276256,9.9635564
0.0009279251098632812,0.11551284790039062,-1.6475172,0.784532,10.7480884
0.0009264945983886719,0.1164402961730957,0.0,0.0,10.0420096
0.0009267330169677734,0.11736774444580078,0.0784532,1.4906107999999998,10.3558224
0.0009279251098632812,0.11829686164855957,0.0,0.0784532,11.2972608
0.0009255409240722656,0.11922359466552734,0.4707192,1.2552512,9.9635564
0.0009272098541259766,0.12015151977539062,-1.0983448,2.1966896,8.7867584
0.0009264945983886719,0.1210789680480957,-1.0198916,-0.5491724,11.6110736
0.0009338855743408203,0.12201404571533203,0.3138128,0.0,10.6696352
0.0009303092956542969,0.12294602394104004,-0.8629851999999999,0.6276256,10.0420096
0.0009241104125976562,0.1238715648651123,-0.0784532,0.0,8.9436648
0.0009236335754394531,0.12479615211486816,0.3138128,0.0,9.9635564
0.0009241104125976562,0.12572121620178223,0.0,0.0,9.3359308
0.0009241104125976562,0.1266462802886963,0.3138128,0.0,9.9635564
0.0009243488311767578,0.12757182121276855,-1.8828768,1.8828768,10.9049948
0.0009238719940185547,0.12849664688110352,-1.569064,0.5491724,9.1005712
0.0009224414825439453,0.12942004203796387,-0.8629851999999999,0.0784532,10.0420096
0.000926971435546875,0.13034820556640625,-1.3337044,0.9414384,8.5513988
0.000926971435546875,0.13127636909484863,-0.6276256,0.392266,10.6696352
0.0009260177612304688,0.1322033405303955,-0.0784532,1.2552512,9.9635564
0.0009264945983886719,0.13313078880310059,-0.784532,0.9414384,11.2972608
0.0009267330169677734,0.13405847549438477,-0.0784532,-0.9414384,10.4342756
0.0009260177612304688,0.13498544692993164,-0.392266,0.6276256,7.609960399999999
0.0009257793426513672,0.13591241836547852,-1.569064,1.4121576,9.1005712
0.0009257793426513672,0.1368391513824463,-0.8629851999999999,0.6276256,10.6696352
0.0009253025054931641,0.13776564598083496,-0.6276256,-1.0198916,12.552512
0.0009353160858154297,0.1387019157409668,-0.3138128,1.2552512,10.0420096
0.0009372234344482422,0.13964056968688965,-0.2353596,1.8828768,9.3359308
0.0009288787841796875,0.14057040214538574,0.0,-1.2552512,11.2972608
0.0009319782257080078,0.14150428771972656,-1.2552512,1.8828768,8.629852
0.0009288787841796875,0.14243507385253906,-1.0983448,1.0983448,10.0420096
0.0009245872497558594,0.14336085319519043,0.0,0.0,10.0420096
0.0009241104125976562,0.1442861557006836,0.2353596,1.8044235999999998,8.394492399999999
0.0009238719940185547,0.14521098136901855,-1.3337044,2.3535959999999996,8.0806796
0.0009315013885498047,0.14614343643188477,-1.2552512,1.8828768,8.7083052
0.0009295940399169922,0.14707398414611816,1.0983448,0.1569064,10.3558224
0.0009274482727050781,0.14800262451171875,-0.9414384,0.0,10.983448000000001
0.0009276866912841797,0.14893150329589844,0.0,1.0983448,9.9635564
0.0009272098541259766,0.14985990524291992,-1.8828768,0.0,10.198916
0.0009274482727050781,0.1507885456085205,0.5491724,1.569064,9.2574776
0.0009253025054931641,0.15171527862548828,-1.6475172,1.569064,9.022118
0.0009267330169677734,0.15264320373535156,-1.8044235999999998,-0.4707192,10.9049948
0.0009260177612304688,0.15357041358947754,0.0,0.0,9.2574776
0.0009272098541259766,0.15449857711791992,-0.6276256,1.1767979999999998,11.2972608
0.0009267330169677734,0.1554262638092041,0.0,0.0,11.924886399999998
0.000926971435546875,0.15635442733764648,-1.0198916,2.1966896,8.7083052
0.0009264945983886719,0.15728187561035156,-1.96133,2.1182364,9.2574776
0.0009272098541259766,0.15821003913879395,-0.784532,-0.6276256,11.2188076
0.0009264945983886719,0.15913748741149902,0.6276256,1.569064,9.3359308
0.0009281635284423828,0.16006684303283691,-0.9414384,0.0,11.454167199999999
0.0009267330169677734,0.160994291305542,0.0,1.8828768,8.7083052
